0.000000,0.00,0.00,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
0.000000,-2.13,-2.32,0.00,0.00,0.00,0.00
